descriptif,nom_plage,commune,photo,nature_baignade,grand_territoire,source,date_ouverture,date_fermeture,date_detail,id,lon,lat
"Située sur la face nord de l'île d'Oléron, à côté du port de plaisance de Saint Denis, cette jolie plage de sable est abritée des vents d'ouest. Elle est habillée de ses célèbres cabines de bain décorées. La plage offre une vue panoramique sur le pays rochelais et permet la baignade, la pratique d'activités nautique en toute sérénité. A noter, la présence de nombreux restaurants à proximité de la plage. Sa situation est idéale pour la baignade familiale et la voile.

",Plage de La Boirie,SAINT DENIS D OLERON,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/403/27/115463/plage-de-la-boirie-st-denis_1.JPG,Plage oceane,Marennes Oléron,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",224,-1.3715990000000002,46.034637000033165
"
Située à proximité du village, la plage de La Brée les Bains est une plage calme pour les enfants, surveillée durant la période estivale et qui offre des espaces spécialement réservés à la pratique des sports nautiques . Un parc de mouillage est également présent avec une centaine de postes pour petits bateaux de plaisance.
Cependant, les animaux ne sont pas acceptés sur la plage, se référer à l'arrêté municipal affiché à l’entrée de la plage. 

A marée basse, La Brée-les-Bains offre aux pêcheurs un fabuleux estran rocheux idéal pour la pêche à pied.

Derrière la digue : petite plage non surveillée.

Pointe des boulassiers : spot de surf

Il est toujours prévu une ouverture des zones de bain surveillées à compter du 4 juillet prochain pour l’ensemble des sites surveillés par le SDIS 17.
Concernant la fin de ces surveillances, elle est prévue le dimanche 30 août (sur l’ensemble de nos sites).
 
Concernant les horaires de surveillance de l’ensemble des Zones de Bain dont le SDIS a la charge, ceux-ci sont de 11H à 19H tous les jours.",Plage de la Brée les Bains,LA BREE LES BAINS,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/464/27/24830/IMG-LaBree-2019-S.Breffy-IOMN-015.jpg,Plage oceane,Marennes Oléron,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",177,-1.3472000000000015,46.017230000033294
"Plage de sable fin, la Conche des Baleines est idéale pour la baignade. Elle s'étire du Phare des Baleines jusqu'aux Portes en Ré, bordée par la forêt du Lizay.
Zone de baignade surveillée du 01 juillet au 31 août à proximité de l'accès Zanuck (face au centre équestre).
Clubs nautiques à proximité du chenal à bateaux.",Plage de La Conche des Baleines,SAINT CLEMENT DES BALEINES,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/675/27/140892/Conche-au-petit-matin-2-.JPG,Plage oceane,Ile de Ré,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",222,-1.5472280000000003,46.24210500003197
"Déployée à l'ouest de l'île d'Oléron et au sud des Sables Vignier, la Conche Madame sourit à l'océan Atlantique. 
Son environnement indompté procure une attirance particulière et donne envie de s'y arrêter.

Les animaux ne sont pas acceptés sur la plage, se référer à la règlementation/arrêté municipal affiché à l’entrée de la plage et ceci toute l'année jour et nuit.",Plage de la Conche Madame,SAINT GEORGES D OLERON,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/403/27/353400/plage-conche-madame-marennes-oleron-1.JPG,Plage oceane,Marennes Oléron,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",257,-1.377615000000001,45.94720000003368
"Au bas de la promenade du Mail, à proximité du Casino, des Tours et du Vieux-Port, cette plage urbaine est toute proche du centre-ville.
C'est une plage de sable, qui offre une vue divertissante sur les voiliers entrant ou sortant du Vieux-Port. On aperçoit au large le Phare Richelieu, reconnaissable à sa couleur rouge. 
Elle est déale pour une pause après le shopping, une baignade improvisée ou un temps de jeux avec les enfants à la sortie du Parc Charruyer. 

Un snack y est ouvert toute la saison et une location de transats est proposée. 

Plage équipée d'un platelage en bois facilitant l'accès à l'eau des personnes à mobilité réduite. 
Elle est également équipée d'un ""Tiralo"", fauteuil permettant d'accéder à l'eau avec l'aide d'une tierce personne et d'un Hippocampe, fauteuil permettant d'accéder à l'eau seul. 

Les chiens y sont admis du 15 septembre au 15 juin, tenus en laisse. Le nudisme est interdit. Se référer à l'arrêté municipal pour plus d'informations. 
Poste de Secours : 05 46 41 27 80.",Plage de la Concurrence,LA ROCHELLE,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/440/27/264638/MLRC-087857-MD_1.jpg,Plage oceane,La Rochelle,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",182,-1.1599160000000004,46.154920000032476
"Cette charmante plage de sable fin est située au nord-est de l'île d'Oleron, au dessus de Boyardville. Son emplacement offre un magnifique point de vue sur l'île d'Aix et Fort Boyard. Lieu idéal pour la baignade et les promenades, petits et grands y trouveront leur bonheur. 
Plage surveillée. Parking à vélos.

Les animaux ne sont pas acceptés sur la plage, se référer à la règlementation/arrêté municipal affiché à l’entrée de la plage et ceci toute l'année jour et nuit.",Plage de la Gautrelle,SAINT GEORGES D OLERON,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/465/27/164903/DSCN0059.JPG,Plage oceane,Marennes Oléron,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",258,-1.2933080000000006,45.98793000003345
"3 km de sable blond au bord de l'atlantique vous attendent...Des vagues tonifiantes pour baigneurs et surfeurs...des petites casses d'eau pour les enfants...marée haute ou basse, on peut toujours s'y baigner ! 
On y pratique le surf, le kite surf  et le char à voile toute l'année. La partie nord de la plage est délimitée pour le naturisme.
Divers équipements sont à votre disposition en saison : Tapis d'accès à la plage, poste de secours, location et cours surf et body board, bar-restauration ,toilettes (accessibles aux personnes en situation de handicap et ouvertes d'avril à Toussaint)

Réglementation:
Chiens et chevaux ne sont pas acceptés du 15/06 au 15/09. Se référer à l'arrêté municipal en vigueur affiché à l'entrée de la plage

Toute circulation motorisée interdite

Cerf volant de 8h à 10h en saison

Les zones surf, kitesurf et char à voile sont délimitées. 
",Plage de La Giraudiere,LE GRAND-VILLAGE,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/468/27/25080/plage6.jpg,Plage oceane,Marennes Oléron,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",195,-1.2524489999999995,45.85027900003424
"Située en centre ville et à proximité du port, la Grande Conche s’étend sur 2600m de sable fin. La zone surveillée, délimitée par des fanions de couleur, les totems pour faciliter le repérage dans l’espace, ses équipements et ses eaux calmes en font une plage idéale pour les familles.
A proximité, le Front de Mer toujours animé avec ses restaurants, glaciers, cafés et commerces.

Les animaux ne sont pas autorisés, se référer à l’ arrêté municipal affiché à l’entrée de la plage.

Une signalisation particulière est mise en place sur chaque site indiquant quelles sont les mesures sanitaires obligatoires.



",Plage de La Grande Conche,ROYAN,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/699/27/212080/Plage-de-la-grande-conche-1.jpg,Plage oceane,Royan Atlantique,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",218,-1.023530999999999,45.62211200003553
"Au nord de Saint-Palais se trouve la plage de la Grande Côte et ses 2,5 km de plage bordée par les dunes et la forêt.
Présence de patrimoine exceptionnel historique : blockhaus.
Plage familiale, baignade surveillée du 4 juillet au 30 août 2020 de 11h à 19h.
Zone réservée à la pratique du char à voile mais aussi à la pratique d’activités nautiques et de loisirs (cerf-volant, pêche…).
Zone également réservée au naturisme (entre les communes des Mathes et de Saint-Palais-Sur-Mer).
Les animaux ne sont pas acceptés sur la plage, se référer à la réglementation/arrêté municipal affiché à l’entrée de la plage.

",Plage de la Grande Cote,SAINT PALAIS SUR MER,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/699/27/165130/Photo-a-rienne-La-Grande-C-te-OMT-St-Palais-sur-Mer.JPG,Plage oceane,Royan Atlantique,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",238,-1.1240390000000002,45.652838000035345
"La Plage de la Palmyre est une plage familiale à l'abri de la baie de Bonne Anse, elle est donc idéale pour des baignades sécurisées. 

Située à proximité du centre ville et du port de plaisance, elle est équipée d'une rampe d'accès handicapés et labellisée 'Tourisme &amp; Handicap'.
Un fauteuil tiralo permet aux personnes handicapées de pouvoir accéder dans l’eau grâce à l’accompagnement humain des maîtres nageurs sauveteurs quel que soit le coefficient de la marée.

Présence d’une douche extérieure située sur une plateforme sécurisée présentant une aire de rotation. Un flexible de douche et un tabouret sont à la disposition des touristes en situation de handicap au niveau du poste de secours.

Les deux places de stationnement adaptées sont reliées au point plage grâce à un cheminement accessible et adapté (d’environ 100m). Le mobilier urbain a été choisi de manière à créer des espaces de repos pour les personnes mal marchantes.
Les WC adaptés sont unisexes (comme les WC pour les personnes valides) et se situent dans un bloc sanitaire situé à proximité du stationnement.

Les animaux ne sont pas acceptés sur la plage, se référer à l’arrêté municipal affiché à l’entrée de la plage.

",Plage de La Palmyre,LES MATHES,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/699/27/264559/LaPalmyre3.jpg,Plage oceane,Royan Atlantique,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",197,-1.1768250000000018,45.67962000003523
"Sur la commune d'Angoulins, au sud de la presque île, la plage de la Platère se niche dans un espace préservé, entre la Pointe de la Belette et celle des Chirats.
C'est une belle plage de sable, en forme de croissant de lune. Idéale pour les familles. 

Elle se situe à procximité des marais ostréicoles de la Pointe du Chay. Pour l'anecdote Il n'est pas rare d'y apercevoir des cavaliers à marée basse. 

Le poste de secours est ouvert selon les marées (attention on ne peut pas s'y baigner à marée basse).
Le poste de surveillance est équipé : WC et douches accessibles, et aussi : Cale de mise à l’eau, centre nautique, bars et restaurants à proximité, médiathèque à la plage (prêt de journaux et livres).

Les animaux ne sont pas autorisés sur la plage en été. Se référé à l'arrêté municipal. ",Plage de la Platerre,ANGOULINS,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/LA-PLAGE-ANGOULINS.jpg,Plage oceane,La Rochelle,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",153,-1.1385869999999996,46.10617400003273
"Ouverture des plages autorisée de 7h à 20h en mode dynamique :

? Activités nautiques autorisées
– Baignade
– Surf et activités associées
– Kite surf ( Sur les plages de la Pointe Espagnole, de la Bouverie, du Vieux Phare et du Phare de la Coubre)
– Paddle, kayak, planche à voile
– Voile légère (dériveurs)
– Pêche à pied
? Activités sportives autorisées
– Marche à pied avec un écart de 5m entre les marcheurs
– Course à pied avec un écart de 10m entre les coureurs
? Pratiques interdites
– Pique-nique
– Position statique (bain de soleil)
– Jeux sur le sable (jeux collectifs)
– Animaux (même tenus en laisse)
– Alcool
– Rassemblement de plus de 10 personnes

Plage surveillée l’été par des Maîtres Nageurs Sauveteurs) à 6,5 km de Ronce-les-Bains, accessible depuis les parkings vélos et voitures par un sentier de sable de 460 mètres, porte d’entrée de la Côte Sauvage, orientée plein ouest, bordée de belles dunes et de pinèdes qui s’étendent à l’infini, mais aussi balayée par de forts courants contraires et d’énormes vagues annonçant le Pertuis de Maumusson qui a causé de nombreux naufrages : cette plage porte le nom de l’épouse du capitaine de la goëlette espagnole, seule survivante du naufrage de « l’Antonio Carmen le 20 décembre 1823, elle sombra dans la folie à guetter le retour de son mari décédé. Pendant la Seconde Guerre mondiale, la Pointe Espagnole est fortifiée pour assurer la défense du pertuis de Maumusson. 

La pratique du naturisme est autorisée entre la tranchée n°10 (plage de la Pointe Espagnole) et la tranchée n°32 (plage de la Bouverie). 

Un portique (hauteur 2m) limite l’accès au parking. Stationnement interdit de minuit à 6 h – interdiction d’allumer feu et barbecue en forêt. Surf, bodyboard etc…: se référer à l’arrêté municipal.

Snack bar sous réserve. 

Les chiens tenus en laisse sont autorisés toute l’année en dehors des zones de baignade surveillées. Les propriétaires d’animaux devront prendre toutes les mesures nécessaires au respect de la propreté des plages fréquentées.

Le stationnement nocturne des campings cars est réglementé sur l’ensemble de la commune de La Tremblade/Ronce les Bains entre 23h et 9h, hors zone de stationnement prévue à cet effet : se référer à l’arrêté municipal.

",Plage de la Pointe Espagnole,LA TREMBLADE,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/699/27/292142/IMG-1493.JPG,Plage oceane,Royan Atlantique,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",187,-1.2414980000000009,45.77913700003465
"Située à côté du village de La Rémigeasse, la plage de La Rémigeasse est une plage de sable fin et familiale par excellence. La plage est surveillée durant l'été et il existe un poste de secours avec MNS (moniteur nageur sauveteur).
Les chiens et autres animaux sont interdits sur la plage du 15 juin au 15 septembre de 9h à 20h30.",Plage de La Remigeasse,DOLUS D OLERON,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/403/27/157571/La-Plage-de-La-Ry-migeasse-2-.JPG,Plage oceane,Marennes Oléron,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",164,-1.2889620000000004,45.89625100003397
"Info COVID: la plage est ouverte en mode plage sportive et dynamique.
Les promenades sur le front de mer sont autorisées.
La plage de Marennes est un bassin de baignade de 5 hectares environ. Bassin alimenté de juin à septembre d'une eau de bonne qualité sanitaire, elle permet aux petits comme aux grands de profiter de la plage en toute sécurité.

Plage familiale surveillée.
Animaux interdits toute l'année autour du bassin de baignade.",Bassin de baignade de Marennes,MARENNES,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/403/27/155838/marennes-plage-oleron-marennes-1_1.JPG,Baignade amenagee,Marennes Oléron,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",203,-1.1366820000000002,45.81941400003441
"La plage Matha est située sur la côte ouest de l'Île d'Oléron, à proximité du port de pêche de La Cotinière. C'est une plage familiale exposée à l'océan atlantique. Elle est particulièrement appréciée pour sa faible fréquentation et pour la pratique de différentes activités de bord de mer. Détente, promenade ou encore sports d'eau, tout le monde y trouvera son compte.

On peut venir à cette plage à pied ou en vélo par la piste cyclable qui passe le long du parking. A l'entrée de la plage, vous trouverez donc un parking pour stationner les véhicules et les vélos. Des tables de pique nique vous permettront de faire une petite pause repas!
 
A disposition, des toilettes publiques seront ouvertes en juillet et août.  

Un poste de secours avec des surveillants de baignade est mis en place en juillet et août (se renseigner auprès de l'office de tourisme pour connaitre la date d'ouverture de l'année en cours).

Un arrêt des navettes estivales est situé à 1 km de la plage.







Les animaux ne sont pas acceptés du 1er juillet au 31 août. Se référer à l'arrêté municipal affiché à l'entrée de la plage.







",Plage de Matha,SAINT PIERRE D OLERON,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/419/27/77863/DSC01353.JPG,Plage oceane,Marennes Oléron,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",239,-1.3162270000000005,45.910909000033904
"Plage agréable de sable et galets, tout près du parc arboré de Montamer avec Aire de jeux pour enfants, table de ping pong, terrain beach volley, Boulodrome. 
Parkings gratuit à proximité !
Surveillée en juillet août, poste de secours, accès personnes à mobilité réduite, tire à l'eau, WC.
Magnifique vue sur le Pertuis d'Antioche, l'île d'Oléron, île d'Aix et le célèbre Fort Boyard !
Venez profiter des couchers de soleil orangés en automne et hiver.",Plage de Montamer,SAINTE MARIE DE RE,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/675/27/168863/IMG-8230.JPG,Plage oceane,Ile de Ré,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",244,-1.331825,46.1503230000325
" 
  
    
   
    

Plus grande plage de la ville, la plage de Nauzan est commune entre Vaux-sur-Mer et Saint-Palais-sur-Mer. Idéale pour les familles elle est bordée d'une promenade pavée où vous retrouverez commerces et restaurant pour profiter au maximum du sable, du soleil et de la mer.

La plage de Nauzan est aussi un lieu de festivité. Tous les lundis de l’été, un marché nocturne est organisé de 19 h 00 à 00 h 00. Chaque jeudi en juillet et août, la promenade de Nauzan devient musicale sous l’appellation des Jeudis de Nauzan.

La Plage de Nauzan est depuis 2017 classée  3 étoiles « Qualité des Eaux de Baignade » avec la mention « excellente ». 

Vous trouverez sur la Plage de Nauzan :
- L Ecole Française de Voile de Saint Palais sur Mer
- Le Club Mickey (Club de l’étoile)

La plage de Nauzan est accessible aux handicapés : 3 rampes d'accès, 3 fauteuils hippocampe et 1 tiralo sont disponibles sans réservation. S'adresser au poste de secours. 
Les animaux ne sont pas acceptés sur la plage du 1er avril au 30 septembre, se référer à la règlementation/arrêté municipal affiché à l’entrée de la plage 

",Plage de Nauzan,VAUX SUR MER,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/699/27/165126/Plage-de-Nauzan-2-.jpg,Plage oceane,Royan Atlantique,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",248,-1.0797069999999989,45.63876700003543
"Au nord de Saint-Georges d'Oléron, cette charmante plage de sable fin offre une très belle vue sur l'île d'Aix et fort Boyard. De par sa position, cette plage est idéalement située pour la baignade et les activités de bord de mer en toute sécurité. De plus, elle est située à proximité directe du petit port du Douhet et de ses activités : bars/restaurants, discothèque, balades en voilier, location de bateaux, jet ski, kitesurf...
Parking à vélos et desservie par la navette estivale en saison.


Les animaux ne sont pas acceptés sur la plage, se référer à la règlementation/arrêté municipal affiché à l’entrée de la plage et ceci toute l'année jour et nuit.",Plage de Plaisance,SAINT GEORGES D OLERON,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/465/27/164902/ext.JPG,Plage oceane,Marennes Oléron,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",226,-1.3172819999999998,45.99358600003342
"Face au quartier résidentiel de Pontaillac, cette plage familiale offre aux amateurs de surf, bodyboard, planche à voile, un spot réputé pour pratiquer la glisse.
De nombreux restaurants, glaciers et cafés vous accueillent face à la plage.

Les animaux ne sont pas autorisés, se référer à l’arrêté municipal affiché à l’entrée de la plage.

Une signalisation particulière est mise en place sur chaque site indiquant quelles sont les activités autorisées et les mesures sanitaires obligatoires.",Plage de Pontaillac,ROYAN,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/699/27/212253/Plage-de-Pontaillac-Royan-1.jpg,Plage oceane,Royan Atlantique,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",220,-1.052198,45.626554000035505
"Variez les plaisirs de la grande plage de Suzac à la secrète conche de Cadet en passant par l’Arnèche, les Vergnes et les Nonnes au top pour les activités de voiles. Idéales pour un bain de soleil, ces plages sont abritées par une pinède.
Vous trouverez sur la plage de Suzac un restaurant pour pouvoir vous installer face à la mer.
La baignade surveillée du 4 juillet  au 30 août de 11h à 19h.
Juillet et août vous trouverez plusieurs d'activités nautiques.
Les animaux ne sont pas acceptés sur la plage, se référer à la règlementation/arrêté municipal affiché à l’entrée de la plage. Pas de rampe d'accès handicapés

",Plage de Suzac,MESCHERS SUR GIRONDE,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/699/27/157324/Plage-de-Suzac-SIT.jpg,Plage oceane,Royan Atlantique,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",207,-0.9836190000000012,45.576771000035805
"La plage de Vallières se situe dans le prolongement de la Grande Conche de Royan. A proximité du quartier résidentiel du Parc, vous pourrez vous promener dans ses allées sinueuses et ombragées tout en admirant les magnifiques villas de style Belle-Epoque, Art Nouveau et Art Déco. La Grande Conche est le lieu idéal pour le char à voile mais vous pourrez vous laisser tenter par le stand-up paddle également. 

Les animaux ne sont pas acceptés, se référer à l’arrêté municipal affiché à l’entrée de la plage. 



",Plage de Vallières ,SAINT GEORGES DE DIDONNE,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/699/27/382911/Plage-de-valliy-res-St-georges-de-didonne.jpg,Plage oceane,Royan Atlantique,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",234,-1.0089359999999992,45.60882900003559
"La plage de Vert-Bois est une des plus agréables plages de l'île d'Oléron. Située au sud ouest de l'île, la mer y côtoie la grande forêt domaniale de Saint-Trojan. C'est un endroit ""sauvage"" où les amoureux de la nature s'y retrouveront. L'authenticité de cette plage ainsi que son exposition à l'océan en font un lieu prisé pour les sports de glisse.
Il existe un poste de secours, ouvert tous les jours pendant la période estivale.
Les chiens et autres animaux sont interdits sur la plage du 15 juin au 15 septembre de 9h à 20h30.",Plage de Vert Bois,DOLUS D OLERON,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/466/27/157578/Plage_de_Vertbois.jpg,Plage oceane,Marennes Oléron,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",165,-1.263727999999999,45.87599700003409
"Plage de sable et galets, située à l'extrémité sud de la presqu'île de Port des Barques, bordée d'un bel espace naturel ombragé.
La plage est équipée d'une retenue d'eau qui permet la baignade quelle que soit la marée. À chaque vive-eau (coefficient supérieur à 70), la mer recouvre la retenue.


",Plage des Anses ,PORT DES BARQUES,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/920/27/37857/rochefort-ocean-port-des-barques-plage-des-anses-retenue-eau4.jpg,Plage oceane,Rochefort Océan,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",211,-1.1006490000000002,45.944943000033696
"Cette plage aux allures encore sauvages fait partie des plus belles de l'île. Son orientation face à l'Atlantique et son exposition aux vents d'ouest en font un lieu assez houleux où les vagues cassent sur la plage. 

Cette plage dispose d'un platelage en bois menant au sable ainsi que d'une aire de pique-nique.  Un parking à vélos est à disposition et elle est desservie par la navette estivale en saison.

Enfin, la partie de Domino dispose d'un accès facilité aux personnes à mobilité réduite ainsi que d'un bar sur le sable.

Les animaux ne sont pas acceptés sur la plage, se référer à la règlementation/arrêté municipal affiché à l’entrée de la plage et ceci toute l'année jour et nuit.",Plage des Bonnes,SAINT GEORGES D OLERON,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/403/27/353399/plage-bonnes-marennes-oleron-1.JPG,Plage oceane,Marennes Oléron,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",259,-1.3847390000000015,45.96408600003359
"Cet espace dégagé sur plusieurs kilomètres de longueur, propose farniente ou activités de plage.
Très belle vue sur l'Ile d'Oléron.
En saison estivale, plage surveillée de 11h à 19 heures, par le Sdis 17 ( Service départemental d'incendie et de secours).",Plage des Gollandieres,LE BOIS PLAGE EN RE,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/675/27/164880/100_0023_2.jpg,Plage oceane,Ile de Ré,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",192,-1.3947480000000005,46.17780900003233
"Situé à l’ouest de l'île d'Oléron et faisant face à l'océan Atlantique, cette belle plage exposée aux vents offre 5 km de sable fin. Cette dernière est très réputée pour la pratique des sports nautiques: surf, kite-surf, wind-surf, body-board..


",Plage des Huttes ,SAINT DENIS D OLERON,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/463/27/115464/plage-des-huttes-st-denis.jpg,Plage oceane,Marennes Oléron,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",223,-1.3909360000000006,46.00475100003335
"Située entre le port et la pointe des Minimes, c'est une des 3 plages de La Rochelle. 
Plage de sable, idéale pour les familles avec enfants et pour les activités nautiques : kayak, stand up paddle, voile, pêche à pied, cerf volant. En été on y trouve un terrain de beach volley.
Elle fait face au mythique Phare du Bout du Monde (réplique exacte de celui des Açorres) et offre une vue splendide sur Fort Boyard et les îles de Ré et Oléron au large. 
Elle est située en bordure du grand parc des Pères, où vous pourrez poursuivre par une promenade sur les falaises. 

Sur place : restaurants, snacks, glaces, boulangerie et petits commerces de plages. 

La plage des minimes est équipée d'un platelage en bois (passerelle d'accès à la mer), facilitant l'accès à l'eau des personnes à mobilité réduite. 
Plage surveillée en juillet et en août. 
Elle est également équipée de 3 fauteuils de mise à l'eau : ""hippocampe"", fauteuil permettant d'accéder à l'eau seul et tiralo, fauteuil permettant d'accéder à l'eau avec aide.
Les chiens y sont admis du 15 septembre au 15 juin uniquement, tenus en laisse, se référer à l'arrêté municipal.  
Poste de secours 05 46 44 47 79. 

",Plage des Minimes,LA ROCHELLE,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/440/27/264637/MLRC-094247-MD_1.jpg,Plage oceane,La Rochelle,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",181,-1.1708809999999996,46.14048900003255
"Belle plage de sable fin bordée par un cordon dunaire et des pins maritimes de la forêt de la Coubre. Idéale pour des familles avec son accès facile. Elle est équipée d'un tiralo disponible sur demande au poste de secours. 
Les animaux ne sont pas acceptés sur la plage, se référer arrêté municipal affiché à l’entrée de la plage.
",Plage des pins de Courdouan,LES MATHES,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/699/27/264561/PinsCordouan.jpg,Plage oceane,Royan Atlantique,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",260,-1.160817,45.67443300003524
